date,market cap,btc cap,alt cap,eth cap,btc share,alt share,eth share
2015-08-10,4480800446.0,3843849984.0,636950462.0,43130000.0,85.78489558559555,14.215104414404445,0.9625512343113171
2015-08-11,4464960601.0,3828499968.0,636460633.0,42796500.0,85.74543674903975,14.254563250960253,0.9584966996218294
2015-08-12,4584014360.0,3920209920.0,663804440.0,64018400.0,85.51914571227478,14.480854287725226,1.3965575797192746
2015-08-13,4512522799.0,3857090048.0,655432751.0,73935400.0,85.47524787807725,14.52475212192274,1.6384493396107493
2015-08-14,4508364147.0,3828339968.0,680024179.0,109594000.0,84.9163874783161,15.083612521683909,2.430903902758767
2015-08-17,4420185870.0,3749260032.0,670925838.0,95819696.0,84.82132069256174,15.178679307438264,2.1677752659754104
2015-08-18,4403347631.0,3742020096.0,661327535.0,88143200.0,84.98125538978142,15.01874461021858,2.0017315775721003
2015-08-19,3864750858.0,3274860032.0,589890826.0,84663904.0,84.73664027322923,15.263359726770776,2.190669130061682
2015-08-20,3902389698.0,3293570048.0,608819650.0,90809000.0,84.39879927132793,15.601200728672076,2.3270100381450933
2015-08-21,4057495065.0,3417200128.0,640294937.0,107266000.0,84.21945247640123,15.780547523598775,2.6436507816183874
2015-08-24,3919830599.0,3314639872.0,605190727.0,97791600.0,84.56079384771394,15.439206152286072,2.494791484737833
2015-08-25,3620629045.0,3053250048.0,567378997.0,89321904.0,84.32927013653784,15.670729863462165,2.4670272179181505
2015-08-26,3782516492.0,3228539904.0,553976588.0,82384400.0,85.35428492719973,14.64571507280027,2.1780314817990223
2015-08-27,3859081604.0,3287219968.0,571861636.0,85106096.0,85.18140597474653,14.818594025253477,2.2053458499500547
2015-08-28,3835392205.0,3268369920.0,567022285.0,83521696.0,85.21605471636505,14.78394528363495,2.177657239098446
2015-08-31,3936304666.0,3335219968.0,601084698.0,96251000.0,84.72972117245155,15.270278827548456,2.445212151167366
